service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
301010906,1,1,1,1,1,0,0,20260825,20261231
301010951,1,1,1,1,1,0,0,20260825,20261231
301011026,1,1,1,1,1,0,0,20260825,20261231
301011111,1,1,1,1,1,0,0,20260825,20261231
301011146,1,1,1,1,1,0,0,20260825,20261231
301011231,1,1,1,1,1,0,0,20260825,20261231
301011306,1,1,1,1,1,0,0,20260825,20261231
301011351,1,1,1,1,1,0,0,20260825,20261231
301011426,1,1,1,1,1,0,0,20260825,20261231
301011511,1,1,1,1,1,0,0,20260825,20261231
301011546,1,1,1,1,1,0,0,20260825,20261231
301011631,1,1,1,1,1,0,0,20260825,20261231
301011706,1,1,1,1,1,0,0,20260825,20261231
301011751,1,1,1,1,1,0,0,20260825,20261231
301011826,1,1,1,1,1,0,0,20260825,20261231
301011911,1,1,1,1,1,0,0,20260825,20261231
301011946,1,1,1,1,1,0,0,20260825,20261231
301012031,1,1,1,1,1,0,0,20260825,20261231
301012106,1,1,1,1,1,0,0,20260825,20261231
301012151,1,1,1,1,1,0,0,20260825,20261231
